"comments: CH4 Activation over Perovskite Catalysts: True Density and Reactivity of Active Sites. Polo-Garzon, Wu et al. ACS Catal 2022,12,19,11845-11853",
DataType: CO2_Adsorption___Differential_Enthalpy,
Chart_label: CO2 Differential Enthalpy of Adsorption,
x_label: Quantity Adsorbed (μmol/m2),
y_label: Adsorption_Enthalpy (kJ/mol),
series_names: LaCoO3,
custom_variables:,
x_values,LaCoO3
0.19597,119.15641
0.38903,118.15329
0.58078,124.03955
0.77172,123.99529
0.95612,121.9399
1.14049,121.96552
1.31931,126.35409
1.49773,127.24078
1.67169,125.53421
1.84534,120.77768
2.01765,131.76015
2.18593,121.41463
2.35222,118.31951
2.51701,113.49913
2.68238,128.78457
2.8479,118.86848
3.01125,119.12944
3.17321,94.78663
3.33449,113.95363
3.49425,123.15663
3.65692,120.95113
3.81829,110.5422
3.97531,106.02771
4.12654,85.78614
4.25929,45.60226
4.36492,35.824
4.44715,31.55215
4.51487,15.08471
4.5718,16.65387
4.67402,24.32679
4.77581,13.80596
4.85039,14.49591
4.90863,17.17135
4.96106,10.55737
5.00776,23.14898
5.05686,17.43725
5.09508,9.3062
5.13202,9.4831
5.16818,--
5.2227,15.52616
5.27459,22.91594
5.32429,26.10321
5.3679,29.74682
5.41521,29.71024
5.45483,30.01468
