"comments: CH4 Activation over Perovskite Catalysts: True Density and Reactivity of Active Sites. Polo-Garzon, Wu et al. ACS Catal 2022,12,19,11845-11853",
DataType: CO2_Adsorption___Differential_Enthalpy,
Chart_label: CO2 Differential Enthalpy of Adsorption,
x_label: Quantity Adsorbed (μmol/m2),
y_label: Adsorption_Enthalpy (kJ/mol),
series_names: LaInO3,
custom_variables:,
x_values,LaInO3
0.19904,131.743
0.39759,138.9294
0.58987,130.47523
0.77049,125.06311
0.94813,124.61466
1.12119,125.27948
1.29224,128.74864
1.45963,120.71308
1.62367,130.0986
1.78906,124.91095
1.95121,123.2188
2.11182,120.85612
2.2706,121.53682
2.43118,123.70883
2.59152,116.81848
2.74997,113.19277
2.90256,80.34538
3.04032,52.73675
3.16099,45.15582
3.26351,27.68179
3.35162,20.61259
3.43008,15.91549
3.59458,32.43317
3.72516,16.51683
3.83595,19.46785
3.91651,19.72621
3.99148,18.17031
4.05894,25.24148
4.12283,28.42791
4.22171,35.58911
4.31549,29.04986
4.39954,27.01142
4.47904,22.84674
