"comments: CH4 Activation over Perovskite Catalysts: True Density and Reactivity of Active Sites. Polo-Garzon, Wu et al. ACS Catal 2022,12,19,11845-11853",
DataType: CO2_Adsorption___Differential_Enthalpy,
Chart_label: CO2 Differential Enthalpy of Adsorption,
x_label: Quantity Adsorbed (μmol/m2),
y_label: Adsorption_Enthalpy (kJ/mol),
series_names: LaFeO3,
custom_variables:,
x_values,LaFeO3
0.167,136.55906
0.33496,131.45221
0.50598,120.59915
0.67361,118.16312
0.84123,127.37727
1.00652,129.73358
1.17088,133.77259
1.33617,137.97628
1.49799,122.40547
1.65619,122.89972
1.81733,131.9398
1.97414,133.27169
2.13134,134.09176
2.2892,129.50373
2.44419,126.03748
2.5978,124.21117
2.75083,124.68017
2.90336,126.28798
3.05666,125.05354
3.20982,129.32094
3.35977,126.03506
3.51159,123.28353
3.66332,120.96402
3.81277,125.23938
3.96417,115.82581
4.11437,118.56249
4.26234,121.57265
4.41177,108.84001
4.55836,86.15691
4.69914,83.9003
4.83091,78.60271
4.95142,65.59399
5.06196,36.99054
5.16176,36.41493
5.25171,26.2636
5.33179,14.7489
5.40588,14.71689
5.47535,10.64583
5.60704,15.86853
5.7311,16.84498
5.83834,9.3199
5.92758,15.2712
5.99835,10.77233
6.05958,14.83896
6.12115,12.38018
6.17853,10.94238
6.23654,15.22293
6.2809,4.3628
6.3319,6.23571
6.3937,6.96898
6.45549,12.52826
6.51578,18.08212
6.57668,22.37963
6.62612,25.72857
6.67915,18.84665
