"comments: Synthetic data used to train KINNs model, and resulting model predictions. Data taken from Fig. 5 of 10.1016/j.cattod.2022.04.002.",,,,,,,,,,,,,,,,,,,,
DataType: Simulated transient kinetic data,,,,,,,,,,,,,,,,,,,,
Chart_label: Simulated transient concentrations and resulting KINNs fit.,,,,,,,,,,,,,,,,,,,,
x_label: time (a.u.),,,,,,,,,,,,,,,,,,,,
y_label: Concentration (a.u.) or coverage fraction,,,,,,,,,,,,,,,,,,,,
"series_names: A(g) simulated, B(g) simulated, C(g) simulated, A(g) predicted, B(g) predicted, C(g) predicted, A* predicted, B* predicted, C* predicted, D* predicted, E* predicted, F* predicted, * predicted, A* simulated, B* simulated, C* simulated, D* simulated, E* simulated, F* simulated, * simulated",,,,,,,,,,,,,,,,,,,,
custom_variables:,,,,,,,,,,,,,,,,,,,,
time,AgasData,BgasData,CgasData,AgasPred,BgasPred,CgasPred,AadsPred,BadsPred,CadsPred,DadsPred,EadsPred,FadsPred,OpenSitePred,AadsData,BadsData,CadsData,DadsData,EadsData,FadsData,OpenSiteData
0.21,0.305197624,0.222421331,0.058570179,0.353821066,0.219494739,0.020379093,0.12810595,0.042190733,0.036083126,0.14179564,0.118910079,0.065608914,0.467305558,0.077436237,0.022882635,0.027039872,0.195534666,0.089126901,0.098252878,0.438632158
0.22,0.354316241,0.241619212,0.036433456,0.346272459,0.213679562,0.023811935,0.131229945,0.041527228,0.038585757,0.142983402,0.117997061,0.067730771,0.459945837,0.082433523,0.058728196,0.035887848,0.152431163,0.098785856,0.105868936,0.436220469
0.23,0.371780148,0.194884421,0.025930485,0.338909957,0.20795542,0.027530339,0.134244666,0.040812699,0.040906739,0.144134226,0.116965919,0.069659189,0.453276562,0.094233845,0.081206701,0.048064784,0.217638328,0.084504614,0.09512502,0.440850927
0.24,0.347543384,0.19593928,0.016167834,0.331718166,0.202309314,0.031514842,0.137157497,0.040053402,0.043036161,0.145257469,0.115844245,0.071404389,0.447246838,0.09580472,0.044907572,0.028605124,0.209782766,0.105085687,0.085124103,0.484358654
0.25,0.300167074,0.220341112,0.031640304,0.324683774,0.196729189,0.035743285,0.139973753,0.039255083,0.044969413,0.146359876,0.114653919,0.072976736,0.44181122,0.157320149,0.052287554,0.087620657,0.170968831,0.126178515,0.121927033,0.469674059
0.26,0.356525052,0.19912217,0.042941583,0.317795561,0.191204051,0.040192143,0.142697195,0.038423024,0.046706473,0.147446123,0.113412316,0.074386663,0.436928206,0.091247896,0.040389423,-0.000858042,0.15620574,0.090120888,0.084485159,0.471194478
0.27,0.319704877,0.209750952,0.051993973,0.311044415,0.185724094,0.044837741,0.145330497,0.037562074,0.048251156,0.148519302,0.112133297,0.075644564,0.432559111,0.139308437,0.014128248,0.00753507,0.182016881,0.125566876,0.1123432,0.439915168
0.28,0.352994531,0.198022885,0.064781859,0.304423358,0.180280821,0.049657292,0.147875637,0.036676664,0.049610353,0.14958133,0.110828015,0.076760683,0.428667318,0.146255903,0.002468778,0.014508246,0.177115793,0.138198777,0.082972873,0.437827024
0.29,0.284851953,0.165164692,0.09512439,0.297927545,0.174867162,0.054629715,0.150334207,0.035770825,0.050793313,0.150633279,0.10950554,0.077745008,0.425217827,0.155437329,0.048084382,0.033096641,0.196187053,0.106441408,0.126891031,0.422805414
0.3,0.298066362,0.18568748,0.071914342,0.29155425,0.169477563,0.059736208,0.152707635,0.034848204,0.051810971,0.151675625,0.108173334,0.078607187,0.422177044,0.103276849,0.01686458,0.02247054,0.146745039,0.047239389,0.10043301,0.48824443
0.31,0.264856651,0.164028751,0.071261206,0.28530279,0.164108044,0.06496059,0.15499735,0.033912084,0.052675355,0.152708429,0.106837607,0.079356458,0.419512718,0.122643213,0.034629903,0.02539194,0.180159706,0.054245015,0.116026906,0.454640572
0.32,0.25843821,0.151058228,0.077565723,0.279174389,0.158756209,0.070289405,0.157204877,0.032965407,0.053399088,0.15373147,0.105503582,0.080001616,0.417193961,0.078376321,0.046792261,0.060503584,0.173844485,0.102773276,0.076679043,0.451047921
0.33,0.274921562,0.132480667,0.070777792,0.273171982,0.153421208,0.075711824,0.159331906,0.032010811,0.053994973,0.154744331,0.104175683,0.080550985,0.415191312,0.089272073,0.020335592,0.009797396,0.171980861,0.100139995,0.091549493,0.416680088
0.34,0.252125188,0.141489297,0.070874658,0.267299943,0.148103657,0.081219367,0.161380309,0.031050672,0.054475669,0.155746463,0.102857679,0.081012421,0.413476788,0.113530128,-0.035616003,0.023112783,0.234614705,0.077042904,0.115566885,0.410439727
0.35,0.254269147,0.116584983,0.075110372,0.261563775,0.142805513,0.086805488,0.163352148,0.030087146,0.054853442,0.156737223,0.101552789,0.081393318,0.412023933,0.137822344,0.035845945,0.0669592,0.237970483,0.07812377,0.035886131,0.411303927
0.36,0.26776157,0.140632474,0.07396214,0.255969751,0.137529919,0.092465061,0.165249664,0.029122223,0.055139988,0.157715901,0.100263762,0.081700625,0.410807837,0.120399093,-0.006695506,0.043901851,0.154738392,0.089526954,0.108610737,0.453274787
0.37,0.253012587,0.163868621,0.108392375,0.25052454,0.132281032,0.098193799,0.167075241,0.028157774,0.055346309,0.158681742,0.098992941,0.081940865,0.409805128,0.212593179,0.01483221,0.092047069,0.15234531,0.086999768,0.1148787,0.418320406
0.38,0.21767122,0.12972089,0.090693414,0.245234831,0.127063839,0.103987659,0.168831383,0.027195599,0.055482633,0.159633963,0.097742315,0.082120159,0.408993948,0.139321645,-0.001464586,0.051364769,0.248399731,0.080194748,0.111335459,0.431188621
0.39,0.216654802,0.11389579,0.111489609,0.240106978,0.121883977,0.109842261,0.170520663,0.026237469,0.055558369,0.160571761,0.09651357,0.082244244,0.408353925,0.125623125,0.023443721,0.051249753,0.18505162,0.074621091,0.116547848,0.432064973
0.4,0.19841395,0.132100749,0.132978559,0.235146672,0.116747562,0.115752341,0.172145686,0.025285161,0.055582091,0.16149433,0.095308125,0.082318489,0.407866118,0.159780757,-0.011296502,0.086462986,0.218670766,0.092559847,0.057447696,0.408395013
0.41,0.246380627,0.084126516,0.14055254,0.230358673,0.11166104,0.121711292,0.17370904,0.024340483,0.055561537,0.162400869,0.094127173,0.082347914,0.407512983,0.114330274,0.025840056,0.05545723,0.207539715,0.096165193,0.06905946,0.413887282
0.42,0.237338124,0.16887061,0.138644977,0.225746586,0.106631063,0.12771078,0.175213247,0.023405291,0.055503625,0.163290589,0.092971718,0.082337204,0.407278325,0.161588457,-0.036552618,0.044137598,0.143673915,0.076035191,0.086134522,0.449967798
0.43,0.209330425,0.074073559,0.135038385,0.221312716,0.101664393,0.133740473,0.176660723,0.022481495,0.05541448,0.164162725,0.091842603,0.082290713,0.40714726,0.130461953,0.033398599,0.027364507,0.214471131,0.082343202,0.095271462,0.392868447
0.44,0.242284361,0.097733021,0.120727004,0.217057977,0.096767829,0.139787876,0.178053729,0.021571055,0.055299468,0.165016538,0.090740545,0.082212485,0.40710618,0.130852047,0.04754524,0.053513092,0.191297534,0.056702949,0.095675124,0.45359808
0.45,0.215046231,0.04904026,0.128904758,0.212981878,0.091948174,0.145838275,0.17939434,0.02067597,0.055163236,0.16585132,0.089666159,0.082106253,0.407142722,0.137592366,0.043510546,0.035973484,0.151727494,0.068983282,0.074677821,0.429882304
0.46,0.182095676,0.043923748,0.145042569,0.209082559,0.087212211,0.1518748,0.180684401,0.019798258,0.055009764,0.166666393,0.088619987,0.081975461,0.407245737,0.136815317,0.049382852,0.019540509,0.200817881,0.065078902,0.091999513,0.380917693
0.47,0.201535413,0.071923658,0.15192491,0.20535689,0.082566713,0.157878574,0.181925509,0.018939933,0.054842408,0.167461109,0.087602516,0.081823265,0.407405259,0.123729329,0.026733256,0.021405627,0.236664915,0.065973286,0.084696618,0.419219642
0.48,0.158433706,0.105235082,0.162242254,0.201800611,0.078018457,0.163828962,0.183118989,0.018102974,0.054663961,0.168234845,0.086614199,0.081652557,0.407612475,0.168394766,0.037869564,0.071890305,0.217674466,0.117675052,0.06446071,0.396544834
0.49,0.183934994,0.074242585,0.191168996,0.198408501,0.073574249,0.169703888,0.184265882,0.017289296,0.054476706,0.168986998,0.085655467,0.081465971,0.407859681,0.133922132,0.04762197,0.078494915,0.210734956,0.007696708,0.069717246,0.452206621
0.5,0.186994348,0.111801217,0.166895762,0.19517458,0.069240951,0.175480222,0.185366941,0.016500716,0.054282476,0.169716978,0.084726746,0.081265905,0.408140238,0.178478462,0.022518593,0.002111368,0.198467041,0.068679126,0.111167447,0.400731913
0.51,0.197195676,0.048862514,0.184334347,0.192092313,0.0650255,0.181134202,0.186422638,0.015738923,0.054082719,0.170424205,0.083828458,0.08105454,0.408448517,0.138013679,-0.012450452,0.079006821,0.218484297,0.054272591,0.079090869,0.431476189
0.52,0.217085095,0.057753163,0.204795922,0.189154814,0.060934918,0.186641891,0.187433181,0.015005453,0.053878551,0.171108103,0.082961029,0.080833855,0.408779827,0.125911577,0.012279322,0.032721905,0.180234629,0.064246505,0.12687751,0.40324334
0.53,0.191208832,0.027563788,0.178937533,0.186355051,0.056976301,0.191979645,0.188398533,0.014301661,0.053670825,0.171768098,0.08212489,0.080605651,0.409130343,0.177579678,0.051165368,0.056588582,0.178363546,0.104001995,0.10712876,0.45714381
0.54,0.200782605,0.062265626,0.183028286,0.183686022,0.053156794,0.197124587,0.189318447,0.013628702,0.053460183,0.172403618,0.081320472,0.080371572,0.409497006,0.166782893,0.007437563,0.04694815,0.205679109,0.090715525,0.049674094,0.427210808
0.55,0.200563973,0.020833201,0.218586795,0.181140917,0.049483534,0.202055064,0.190192505,0.012987515,0.05324712,0.1730141,0.080548205,0.080133122,0.409877433,0.159563,-0.010048267,0.001831866,0.186832196,0.046121969,0.087586669,0.434090964
0.56,0.191024286,0.040653293,0.200202278,0.178713252,0.04596358,0.206751083,0.191020165,0.012378816,0.053032034,0.173598992,0.079808508,0.079891686,0.410269799,0.16374858,0.056949909,0.049828818,0.152453327,0.084952582,0.043692633,0.447889872
0.57,0.21829901,0.033832868,0.198208386,0.176396966,0.042603811,0.211194711,0.191800811,0.011803089,0.052815273,0.174157768,0.07910178,0.079648552,0.410672726,0.157266596,-0.046656875,0.047107908,0.232318547,0.069802592,0.057573509,0.440951224
0.58,0.22103954,0.032427383,0.190465971,0.174186505,0.039410806,0.215370444,0.192533808,0.01126059,0.052597189,0.174689936,0.078428389,0.079404924,0.411085164,0.126733189,-0.016993983,0.048737069,0.236568576,0.031073432,0.109627953,0.41662042
0.59,0.151975293,0.010438789,0.227866317,0.172076859,0.036390704,0.219265521,0.193218557,0.010751349,0.052378168,0.175195058,0.077788658,0.079161937,0.411506273,0.157999118,0.000802408,0.061122917,0.207541217,0.101130234,0.108061447,0.43671729
0.6,0.124429077,0.037484737,0.254534908,0.170063592,0.03354905,0.222870187,0.193854553,0.01027518,0.052158667,0.175672759,0.077182856,0.078920675,0.411935311,0.13835607,-0.01677158,0.037265052,0.258654691,0.1189703,0.064026664,0.39314374
0.61,0.16836344,0.050199011,0.186598385,0.168142835,0.030890637,0.226177903,0.194441434,0.009831693,0.051939239,0.17612275,0.07661118,0.078682178,0.412371526,0.174619042,0.002224208,0.013096366,0.190669345,0.078408973,0.105759236,0.444532752
0.62,0.152955485,0.008390807,0.284360699,0.166311268,0.028419335,0.229185503,0.194979037,0.009420309,0.051720552,0.176544836,0.076073748,0.078447454,0.412814064,0.150109393,0.021926849,0.031227551,0.185520325,0.089002424,0.117323267,0.39701634
0.63,0.152140695,0.005007545,0.23819826,0.164566083,0.026137933,0.231893276,0.195467437,0.009040278,0.051503399,0.176938936,0.075570579,0.078217483,0.413261888,0.173788709,0.024227053,0.064830209,0.239998862,0.030248668,0.073328326,0.41950923
0.64,0.141745113,0.048611052,0.224003907,0.162904942,0.024047983,0.234305,0.195906985,0.008690693,0.051288704,0.177305088,0.075101589,0.077993226,0.413713715,0.153154565,0.033830007,0.054845669,0.220357277,0.073344545,0.089391915,0.422680484
0.65,0.123783692,0.035429171,0.231685072,0.161325922,0.022149665,0.236427908,0.196298339,0.008370513,0.051077519,0.17764346,0.074666576,0.077775622,0.41416797,0.133146582,-0.000105777,0.017849693,0.19827459,0.06447684,0.072515558,0.403639768
0.66,0.184727527,0.023105852,0.298492232,0.159827455,0.020441674,0.238272597,0.196642481,0.008078578,0.050871015,0.177954357,0.074265215,0.077565594,0.414622761,0.129830589,0.022289755,0.088807542,0.213539714,0.071243618,0.064675007,0.397338161
0.67,0.142561149,0.004157802,0.25396405,0.158408275,0.018921125,0.239852867,0.196940729,0.007813628,0.050670466,0.178238216,0.07389705,0.077364041,0.415075869,0.167951073,-0.022098167,0.060248934,0.197376923,0.083876257,0.085665278,0.396891982
0.68,0.187108719,0.050561014,0.230441806,0.15706735,0.017583505,0.241185513,0.197194736,0.007574322,0.050477233,0.178495612,0.073561491,0.077171843,0.415524764,0.232479526,-0.016614562,0.018032279,0.245671788,0.063102752,0.054966778,0.410013068
0.69,0.110141834,0.018799534,0.235444683,0.155803833,0.016422648,0.242290058,0.197406481,0.00735925,0.050292738,0.178727243,0.073257813,0.076989848,0.415966627,0.123263031,-0.014970728,0.028488465,0.209030866,0.101191547,0.08311022,0.401752809
0.7,0.150328205,-0.011859165,0.252841954,0.154617005,0.015430748,0.243188431,0.197578252,0.007166951,0.050118439,0.178933931,0.072985157,0.07681887,0.4163984,0.141781259,0.046521241,0.01399515,0.194603302,0.074990325,0.087393402,0.430380277
0.71,0.169132159,0.034823468,0.231756603,0.153506224,0.014598423,0.243904609,0.197712616,0.006995924,0.049955803,0.179116603,0.072742532,0.076659681,0.416816841,0.164313154,0.002473222,0.066521291,0.239486876,0.059199814,0.048174003,0.404779616
0.72,0.214052262,0.052643137,0.219919778,0.152470876,0.013914805,0.244464207,0.197812385,0.006844642,0.049806276,0.179276284,0.072528825,0.076513002,0.417218586,0.140917113,0.016113361,0.03501906,0.215015846,0.02495973,0.094050494,0.449530673
0.73,0.163404137,-0.016743298,0.263508473,0.151510337,0.013367675,0.24489405,0.197880577,0.006711562,0.049671251,0.179414078,0.072342807,0.076379494,0.417600231,0.179873651,0.032683446,0.028371539,0.16436217,0.034300892,0.060805059,0.43704565
0.74,0.154566147,-0.012060357,0.227050108,0.150623929,0.01294363,0.245221709,0.197920366,0.006595137,0.049552047,0.179531153,0.072183144,0.076259748,0.417958405,0.141809549,-0.002801808,0.050928499,0.261261933,0.074802019,0.10780482,0.458308132
0.75,0.125488115,-0.029527909,0.268342342,0.149810888,0.012628288,0.245475029,0.197935035,0.006493826,0.049449872,0.179628729,0.072048412,0.076154275,0.418289851,0.179575136,0.029220031,0.033524516,0.182041643,0.033054062,0.06340681,0.471831872
0.76,0.154702706,-0.000467427,0.208454258,0.14907033,0.012406514,0.245681656,0.197927923,0.006406103,0.049365805,0.179708055,0.071937111,0.0760635,0.418591502,0.138286832,0.004217133,0.062443779,0.199811687,0.055469523,0.102002158,0.40232003
0.77,0.172664009,0.012752242,0.254508508,0.148401222,0.012262667,0.245868558,0.197902375,0.006330469,0.049300774,0.179770399,0.071847681,0.075987748,0.418860555,0.104432273,-0.00875075,0.056100066,0.177967462,0.047840457,0.093738684,0.44112575
0.78,0.135218715,0.038097551,0.271183992,0.147802358,0.012180868,0.246061577,0.197861684,0.006265459,0.049255531,0.179817031,0.071778517,0.075927241,0.419094537,0.122317532,0.036102453,0.059470226,0.191343837,0.113414089,0.095537908,0.477652492
0.79,0.155202959,0.0165065,0.239113904,0.147272341,0.012145268,0.246284995,0.197809051,0.006209656,0.049230641,0.179849209,0.071727993,0.075882089,0.419291362,0.12715435,0.025319113,-0.015464568,0.235830745,0.089078309,0.070525223,0.49010492
0.8,0.147736067,0.005497992,0.233321777,0.146809559,0.01214032,0.24656115,0.197747533,0.006161699,0.04922647,0.179868168,0.071694471,0.075852283,0.419449375,0.153144886,-0.034524186,0.037612528,0.234795957,0.082325073,0.108589406,0.430078617
0.81,0.157858716,0.015079841,0.227051859,0.146412181,0.012151042,0.246910086,0.197680003,0.006120294,0.049243174,0.179875111,0.071676329,0.075837697,0.419567393,0.187521934,-0.020069595,0.050790218,0.228286072,0.063347849,0.090244994,0.404767794
0.82,0.194727126,-0.000640043,0.232332557,0.14607814,0.012163265,0.247349267,0.197609117,0.006084227,0.049280696,0.179871194,0.071671966,0.075838081,0.419644719,0.146719683,-0.022048993,0.031536969,0.220929929,0.053935563,0.072094388,0.412584377
0.83,0.099766558,0.036266204,0.222380272,0.145805137,0.012163858,0.247893345,0.197537284,0.006052365,0.049338768,0.179857528,0.071679828,0.075853066,0.419681161,0.122474349,0.021678576,0.051403664,0.221207244,0.080395308,0.120153088,0.382728561
0.84,0.171793111,0.026567386,0.258684128,0.145590639,0.012140928,0.248554001,0.197466646,0.006023676,0.049416909,0.179835165,0.071698414,0.075882165,0.419677025,0.166892504,0.018384677,0.034008723,0.23086439,0.085141332,0.063760625,0.478759136
0.85,0.159358135,0.050654895,0.226036427,0.145431886,0.012083983,0.249339849,0.197399058,0.005997227,0.049514438,0.179805103,0.071726295,0.075924776,0.419633104,0.139491403,-0.016330892,0.019575985,0.1878417,0.081683686,0.085242811,0.450240571
0.86,0.080567217,-0.030068275,0.252318788,0.145325906,0.011984064,0.250256412,0.197336087,0.005972193,0.049630483,0.179768275,0.071762117,0.075980192,0.419550653,0.156607166,0.021417189,0.064678206,0.250817282,0.07561927,0.068749949,0.383092077
0.87,0.112575685,-0.025647953,0.289549486,0.145269529,0.01183383,0.251306165,0.197279005,0.005947861,0.049763993,0.179725557,0.071804615,0.076047611,0.419431358,0.190326587,-0.009753779,0.007525021,0.207642252,0.080381614,0.104411196,0.425050585
0.88,0.104931681,0.029415584,0.246150131,0.145259411,0.011627611,0.252488644,0.197228798,0.005923633,0.049913757,0.179677763,0.071852614,0.076126141,0.419277294,0.183232277,0.017896838,0.096941488,0.223856124,0.067291721,0.083098611,0.418892873
0.89,0.17415438,0.043410689,0.272234458,0.145292059,0.011361418,0.253800613,0.197186178,0.005899019,0.050078422,0.179625649,0.071905035,0.07621482,0.419090877,0.134655784,0.017086218,0.04962279,0.227849502,0.119629774,0.073205542,0.440931326
0.9,0.154344843,0.017600898,0.270780974,0.145363861,0.011032912,0.255236282,0.197151593,0.005873643,0.050256516,0.179569914,0.071960898,0.076312622,0.418874814,0.125751027,0.001371456,0.090727715,0.215527413,0.030721385,0.083570413,0.441147074
0.91,0.118217775,0.013577112,0.230365781,0.145471123,0.010641342,0.256787575,0.197125256,0.005847231,0.050446466,0.179511208,0.072019317,0.076418475,0.418632046,0.13105605,-0.01067477,0.079635996,0.212480549,0.059912755,0.093852938,0.433121287
0.92,0.166545069,0.030157065,0.228924248,0.145610095,0.010187448,0.258444423,0.197107164,0.005819608,0.050646631,0.179450128,0.0720795,0.076531277,0.418365693,0.107686969,0.015229387,0.094494134,0.26462024,0.054529714,0.081048366,0.387364887
0.93,0.188088058,0.026202874,0.23591943,0.145777017,0.009673341,0.26019509,0.197097124,0.005790685,0.050855315,0.179387229,0.072140747,0.076649905,0.418078995,0.154403286,0.004066339,0.022569734,0.201197907,0.107319994,0.050982211,0.43804455
0.94,0.153592616,-0.015730187,0.322966661,0.145968146,0.009102354,0.262026512,0.197094782,0.005760457,0.051070802,0.179323022,0.072202442,0.076773238,0.417775257,0.103789544,0.008895332,0.060782468,0.235847541,0.083093475,0.058631844,0.447326125
0.95,0.150681575,-0.001667559,0.280645884,0.1461798,0.008478886,0.263924638,0.197099651,0.005728985,0.051291371,0.179257981,0.072264051,0.076900162,0.417457799,0.15808299,0.000292618,0.04806959,0.26287869,0.054282944,0.085798905,0.448473137
0.96,0.149727511,0.009736119,0.278187504,0.146408386,0.007808221,0.265874768,0.197111142,0.005696388,0.051515326,0.179192546,0.07232511,0.077029589,0.417129899,0.152619471,-0.006407165,0.064765954,0.206414092,0.062004318,0.120532716,0.476567012
0.97,0.158694009,0.021315328,0.285466711,0.146650435,0.007096358,0.267861887,0.197128585,0.005662831,0.051741013,0.179127121,0.072385226,0.077160469,0.416794756,0.186266529,0.02630656,0.100226428,0.230728621,0.099113284,0.102678323,0.41281649
0.98,0.130640426,-0.006698902,0.239524644,0.146902631,0.006349822,0.269870965,0.197151258,0.005628515,0.05196684,0.179062084,0.072444064,0.077291799,0.416455441,0.132854921,0.004589338,0.052982393,0.236650102,0.111165569,0.097834739,0.406617766
0.99,0.146198256,-0.000273457,0.255437019,0.147161839,0.005575493,0.271887243,0.197178413,0.005593665,0.052191298,0.17899778,0.072501344,0.077422634,0.416114866,0.152229854,0.00816581,0.00347386,0.200948862,0.065485442,0.095314881,0.433588355
